nome_municipio,codigo_ibge,idhm_educa,idhm_renda,qtd_pes_baixa_renda,qtd_pes_pob
Dois Irmãos do Tocantins (TO),170720,0.442,0.551,1084,2331
Dois Lajeados (RS),430645,0.67,0.775,141,70
Dois Riachos (AL),270250,0.385,0.513,1332,5858
Dois Vizinhos (PR),410720,0.711,0.747,4534,2255
Dolcinópolis (SP),351420,0.709,0.699,273,519
Dom Aquino (MT),510360,0.593,0.687,818,1999
Dom Basílio (BA),291010,0.482,0.547,2432,4905
Dom Bosco (MG),312247,0.597,0.627,556,884
Dom Cavati (MG),312250,0.63,0.66,889,707
Dom Eliseu (PA),150293,0.502,0.606,5395,14706
Dom Expedito Lopes (PI),220340,0.488,0.583,1171,2628
Dom Feliciano (RS),430650,0.39,0.633,1450,2670
Dom Inocêncio (PI),220345,0.439,0.498,884,4617
Dom Joaquim (MG),312260,0.482,0.61,578,1427
Dom Macedo Costa (BA),291020,0.531,0.598,737,1832
Dom Pedrito (RS),430660,0.585,0.715,3731,6651
Dom Pedro (MA),210380,0.545,0.582,2161,10707
Dom Pedro de Alcântara (RS),430655,0.577,0.697,204,339
Dom Silvério (MG),312270,0.636,0.661,628,960
Dom Viçoso (MG),312280,0.641,0.617,530,656
Domingos Martins (ES),320190,0.528,0.68,5456,2914
Domingos Mourão (PI),220342,0.403,0.547,581,2378
Dona Emma (SC),420510,0.622,0.762,176,124
Dona Euzébia (MG),312290,0.598,0.684,1274,1090
Dona Francisca (RS),430670,0.568,0.718,343,536
Dona Inês (PB),250570,0.447,0.524,1679,5632
Dores de Campos (MG),312300,0.585,0.671,1486,1180
Dores de Guanhães (MG),312310,0.512,0.612,777,1523
Dores do Indaiá (MG),312320,0.623,0.71,1804,1466
Dores do Rio Preto (ES),320200,0.542,0.635,1590,1314
Dores do Turvo (MG),312330,0.49,0.613,822,1218
Doresópolis (MG),312340,0.585,0.652,177,268
Dormentes (PE),260515,0.495,0.558,3200,6379
Douradina (MS),500350,0.597,0.706,1058,1081
Douradina (PR),410725,0.644,0.721,961,732
Dourado (SP),351430,0.689,0.718,792,985
Douradoquara (MG),312350,0.591,0.704,177,224
Dourados (MS),500370,0.657,0.753,27343,31348
Doutor Camargo (PR),410730,0.702,0.704,982,461
Doutor Maurício Cardoso (RS),430673,0.593,0.707,292,341
Doutor Pedrinho (SC),420515,0.609,0.714,183,120
Doutor Ricardo (RS),430675,0.593,0.749,119,65
Doutor Severiano (RN),240320,0.566,0.567,1253,2522
Doutor Ulysses (PR),412863,0.362,0.57,1192,2094
Doverlândia (GO),520725,0.518,0.684,781,1607
Dracena (SP),351440,0.737,0.752,3180,3435
Duartina (SP),351450,0.698,0.716,1462,1522
Duas Barras (RJ),330160,0.534,0.677,1294,2755
Duas Estradas (PB),250580,0.488,0.565,492,1742
Dueré (TO),170730,0.566,0.654,701,1458
Dumont (SP),351460,0.674,0.72,754,1340
Duque Bacelar (MA),210390,0.451,0.485,877,8257
Duque de Caxias (RJ),330170,0.624,0.692,82383,261420
Durandé (MG),312352,0.508,0.626,1234,2936
Echaporã (SP),351470,0.69,0.719,813,1465
Ecoporanga (ES),320210,0.562,0.631,4044,4896
Edealina (GO),520735,0.594,0.722,675,984
Edéia (GO),520740,0.648,0.755,2016,2204
Eirunepé (AM),130140,0.431,0.548,3820,21435
Eldorado (MS),500375,0.577,0.674,2271,2047
Eldorado (SP),351480,0.615,0.633,2425,3229
Eldorado do Sul (RS),430676,0.609,0.717,5132,10820
Eldorado do Carajás (PA),150295,0.405,0.572,4626,11916
Elesbão Veloso (PI),220350,0.45,0.573,2060,4541
Elias Fausto (SP),351490,0.583,0.701,1726,3505
Eliseu Martins (PI),220360,0.462,0.616,469,2164
Elisiário (SP),351492,0.712,0.711,175,489
Elísio Medrado (BA),291030,0.527,0.59,1263,2884
Elói Mendes (MG),312360,0.558,0.688,3208,3983
Emas (PB),250590,0.492,0.554,361,1853
Embaúba (SP),351495,0.641,0.723,129,299
Embu das Artes (SP),351500,0.676,0.7,27102,62321
Embu-Guaçu (SP),351510,0.708,0.713,7857,16839
Emilianópolis (SP),351512,0.691,0.69,411,375
Encantado (RS),430680,0.687,0.764,1103,1388
Encanto (RN),240330,0.536,0.589,1291,2526
Encruzilhada (BA),291040,0.4,0.533,2861,9544
Encruzilhada do Sul (RS),430690,0.478,0.677,2671,4868
Enéas Marques (PR),410740,0.664,0.767,524,1017
Engenheiro Beltrão (PR),410750,0.677,0.701,1608,1674
Engenheiro Caldas (MG),312370,0.518,0.632,1439,2398
Engenheiro Coelho (SP),351515,0.668,0.72,2640,2162
Engenheiro Navarro (MG),312380,0.594,0.599,1118,2490
Engenheiro Paulo de Frontin (RJ),330180,0.694,0.674,1246,3148
Engenho Velho (RS),430692,0.611,0.735,99,427
Entre Folhas (MG),312385,0.521,0.617,956,1784
Entre Rios (BA),291050,0.492,0.602,4842,17433
Entre Rios (SC),420517,0.55,0.638,374,1166
Entre Rios de Minas (MG),312390,0.563,0.673,2132,1770
Entre Rios do Oeste (PR),410753,0.686,0.778,420,139
Entre Rios do Sul (RS),430695,0.572,0.709,267,413
Entre-Ijuís (RS),430693,0.548,0.692,980,607
Envira (AM),130150,0.349,0.521,1889,11749
Epitaciolândia (AC),120025,0.553,0.654,2399,7038
Equador (RN),240340,0.546,0.578,821,2684
Erebango (RS),430697,0.626,0.689,331,744
Erechim (RS),430700,0.716,0.782,8582,5767
Ereré (CE),230427,0.547,0.551,963,2758
Érico Cardoso (BA),290050,0.471,0.558,1593,3541
Ermo (SC),420519,0.67,0.708,209,358
Ernestina (RS),430705,0.612,0.703,202,216
Erval Grande (RS),430720,0.501,0.713,543,876
Erval Seco (RS),430730,0.589,0.666,795,886
Erval Velho (SC),420520,0.592,0.736,402,31
Ervália (MG),312400,0.46,0.64,3864,4007
Escada (PE),260520,0.543,0.594,7668,22956
Esmeralda (RS),430740,0.569,0.669,560,513
Esmeraldas (MG),312410,0.567,0.649,11855,22414
Espera Feliz (MG),312420,0.52,0.663,3981,5315
Esperança (PB),250600,0.526,0.598,5339,12383
Esperança do Sul (RS),430745,0.55,0.665,328,718
Esperança Nova (PR),410752,0.594,0.69,269,211
Esperantina (PI),220370,0.497,0.579,4857,18708
Esperantina (TO),170740,0.524,0.495,1312,4110
Esperantinópolis (MA),210400,0.503,0.561,2124,9591
Espigão Alto do Iguaçu (PR),410754,0.521,0.632,584,1739
Espigão D'Oeste (RO),110009,0.536,0.691,5617,3033
Espinosa (MG),312430,0.526,0.582,4891,11425
Espírito Santo (RN),240350,0.423,0.549,921,4535
Espírito Santo do Dourado (MG),312440,0.576,0.66,954,2271
Espírito Santo do Pinhal (SP),351518,0.712,0.784,2067,1860
Espírito Santo do Turvo (SP),351519,0.609,0.675,581,383
Esplanada (BA),291060,0.469,0.589,4824,14681
Espumoso (RS),430750,0.677,0.747,1052,2286
Estação (RS),430755,0.674,0.752,300,456
Estância (SE),280210,0.552,0.627,10199,25257
Estância Velha (RS),430760,0.652,0.749,2614,3071
Esteio (RS),430770,0.662,0.769,6528,10842
Estiva (MG),312450,0.573,0.679,1478,1634
Estiva Gerbi (SP),355730,0.695,0.716,952,1271
Estreito (MA),210405,0.536,0.666,5569,10786
Estrela (RS),430780,0.684,0.776,2152,2779
Estrela Dalva (MG),312460,0.574,0.719,310,571
Estrela de Alagoas (AL),270255,0.41,0.515,2459,8015
Estrela do Indaiá (MG),312470,0.521,0.679,415,265
Estrela do Norte (GO),520750,0.593,0.703,493,860
Estrela do Norte (SP),351530,0.714,0.693,248,234
Estrela do Sul (MG),312480,0.579,0.694,768,1131
Estrela D'Oeste (SP),351520,0.705,0.712,730,721
Estrela Velha (RS),430781,0.56,0.707,374,737
Euclides da Cunha (BA),291070,0.43,0.565,6984,31155
Euclides da Cunha Paulista (SP),351535,0.655,0.663,1127,1704
Eugênio de Castro (RS),430783,0.584,0.697,284,318
Eugenópolis (MG),312490,0.551,0.66,1746,2727
Eunápolis (BA),291072,0.572,0.687,18476,31675
Eusébio (CE),230428,0.621,0.7,8784,15257
Ewbank da Câmara (MG),312500,0.601,0.625,655,1172
Extrema (MG),312510,0.633,0.729,5300,3407
Extremoz (RN),240360,0.555,0.64,10939,23121
Exu (PE),260530,0.454,0.543,4428,19318
Fagundes (PB),250610,0.432,0.543,1736,5403
Fagundes Varela (RS),430786,0.674,0.773,51,29
Faina (GO),520753,0.534,0.644,1118,1799
Fama (MG),312520,0.61,0.7,282,446
Faria Lemos (MG),312530,0.598,0.678,367,1134
Farias Brito (CE),230430,0.605,0.541,3062,8333
Faro (PA),150300,0.47,0.501,946,6051
Farol (PR),410755,0.665,0.671,449,483
Farroupilha (RS),430790,0.696,0.783,4117,5287
Fartura (SP),351540,0.648,0.699,2315,2751
Fartura do Piauí (PI),220375,0.441,0.506,351,3913
Fátima (BA),291075,0.459,0.554,2757,8971
Fátima (TO),170755,0.638,0.653,635,964
Fátima do Sul (MS),500380,0.621,0.719,3743,2147
Faxinal (PR),410760,0.584,0.697,3223,3695
Faxinal do Soturno (RS),430800,0.597,0.732,435,1138
Faxinal dos Guedes (SC),420530,0.676,0.746,949,499
Faxinalzinho (RS),430805,0.571,0.646,158,506
Fazenda Nova (GO),520760,0.576,0.671,718,1941
Fazenda Rio Grande (PR),410765,0.617,0.713,20218,23017
Fazenda Vilanova (RS),430807,0.557,0.726,553,494
Feijó (AC),120030,0.388,0.559,6623,18952
Feira da Mata (BA),291077,0.505,0.527,1158,2348
Feira de Santana (BA),291080,0.619,0.71,91833,169044
Feira Grande (AL),270260,0.402,0.512,3162,12400
Feira Nova (PE),260540,0.46,0.581,1744,12806
Feira Nova (SE),280220,0.473,0.546,741,3015
Feira Nova do Maranhão (MA),210407,0.405,0.511,1369,4060
Felício dos Santos (MG),312540,0.494,0.568,1019,1774
Felipe Guerra (RN),240370,0.575,0.582,1253,2601
Felisburgo (MG),312560,0.462,0.577,1201,2669
Felixlândia (MG),312570,0.514,0.651,1969,2882
Feliz (RS),430810,0.658,0.758,666,351
Feliz Deserto (AL),270270,0.462,0.55,597,1754
Feliz Natal (MT),510370,0.548,0.737,1433,3272
Fênix (PR),410770,0.665,0.669,790,785
Fernandes Pinheiro (PR),410773,0.525,0.647,916,1628
Fernandes Tourinho (MG),312580,0.55,0.608,516,549
Fernando de Noronha (PE),260545,0.748,0.781,139,176
Fernando Falcão (MA),210408,0.286,0.417,1575,8185
Fernando Pedroza (RN),240375,0.519,0.565,523,1286
Fernando Prestes (SP),351560,0.68,0.746,602,681
Fernandópolis (SP),351550,0.758,0.767,5473,6851
Fernão (SP),351565,0.617,0.668,187,289
Ferraz de Vasconcelos (SP),351570,0.703,0.691,16257,34880
Ferreira Gomes (AP),160023,0.542,0.635,1321,3239
Ferreiros (PE),260550,0.519,0.589,2121,4729
Ferros (MG),312590,0.428,0.625,1447,1806
Fervedouro (MG),312595,0.42,0.583,2244,3242
Figueira (PR),410775,0.569,0.68,779,2329
Figueirão (MS),500390,0.511,0.677,401,730
Figueirópolis (TO),170765,0.6,0.664,786,1258
Figueirópolis D'Oeste (MT),510380,0.599,0.665,256,671
Filadélfia (BA),291085,0.45,0.553,2256,9980
Filadélfia (TO),170770,0.522,0.578,1131,3085
Firmino Alves (BA),291090,0.464,0.596,587,2567
Firminópolis (GO),520780,0.688,0.681,1337,1703
Flexeiras (AL),270280,0.4,0.528,1722,5821
Flor da Serra do Sul (PR),410785,0.56,0.68,562,898
Flor do Sertão (SC),420535,0.608,0.736,145,97
Flora Rica (SP),351580,0.723,0.668,193,121
Floraí (PR),410780,0.656,0.739,452,428
Florânia (RN),240380,0.56,0.611,1726,3376
Floreal (SP),351590,0.726,0.71,219,299
Flores (PE),260560,0.423,0.544,3088,9044
Flores da Cunha (RS),430820,0.642,0.786,1384,980
Flores de Goiás (GO),520790,0.457,0.583,1805,3759
Flores do Piauí (PI),220380,0.443,0.525,376,2469
Floresta (PE),260570,0.538,0.588,3566,15503
Floresta (PR),410790,0.691,0.707,1910,1759
Floresta Azul (BA),291100,0.431,0.548,1108,3945
Floresta do Araguaia (PA),150304,0.437,0.573,2720,8984
Floresta do Piauí (PI),220385,0.391,0.53,249,1276
Florestal (MG),312600,0.617,0.728,993,915
Florestópolis (PR),410800,0.625,0.682,1349,3233
Floriano (PI),220390,0.633,0.676,8079,17215
Floriano Peixoto (RS),430825,0.486,0.701,127,99
Florianópolis (SC),420540,0.8,0.87,39096,34188
Flórida (PR),410810,0.679,0.707,435,333
Flórida Paulista (SP),351600,0.646,0.702,1061,1336
Florínea (SP),351610,0.652,0.678,306,654
Fonte Boa (AM),130160,0.4,0.518,2109,18705
Fontoura Xavier (RS),430830,0.532,0.668,1305,2963
Formiga (MG),312610,0.676,0.729,6539,4511
Formigueiro (RS),430840,0.549,0.69,658,1374
Formosa (GO),520800,0.666,0.726,14821,25861
Formosa da Serra Negra (MA),210409,0.459,0.485,2607,9453
Formosa do Oeste (PR),410820,0.652,0.692,893,504
Formosa do Rio Preto (BA),291110,0.536,0.576,4245,11022
Formosa do Sul (SC),420543,0.593,0.728,275,187
Formoso (GO),520810,0.639,0.686,771,1223
Formoso (MG),312620,0.51,0.616,1029,3725
Formoso do Araguaia (TO),170820,0.587,0.64,3298,5173
Forquetinha (RS),430843,0.484,0.743,179,51
Forquilha (CE),230435,0.602,0.583,4404,7627
Forquilhinha (SC),420545,0.657,0.754,1915,2675
Fortaleza (CE),230440,0.695,0.749,290087,684592
Fortaleza de Minas (MG),312630,0.546,0.683,302,371
Tabocão (TO),170825,0.575,0.616,555,1502
Fortaleza dos Nogueiras (MA),210410,0.534,0.566,1989,6711
Fortaleza dos Valos (RS),430845,0.663,0.779,329,418
Fortim (CE),230445,0.588,0.562,2844,6390
Fortuna (MA),210420,0.494,0.558,1847,9542
Fortuna de Minas (MG),312640,0.613,0.651,523,629
Foz do Iguaçu (PR),410830,0.661,0.748,32763,50050
Foz do Jordão (PR),410845,0.496,0.654,677,1526
Fraiburgo (SC),420550,0.637,0.712,4093,3231
Franca (SP),351620,0.753,0.749,26129,33728
Francinópolis (PI),220400,0.475,0.523,863,1926
Francisco Alves (PR),410832,0.57,0.669,917,1152
Francisco Ayres (PI),220410,0.45,0.565,534,2096
Francisco Badaró (MG),312650,0.527,0.575,990,2355
Francisco Beltrão (PR),410840,0.726,0.758,8556,4502
Francisco Dantas (RN),240390,0.523,0.582,658,926
Francisco Dumont (MG),312660,0.513,0.596,777,1717
Francisco Macedo (PI),220415,0.425,0.567,483,1303
Francisco Morato (SP),351630,0.647,0.659,19545,41685
Francisco Sá (MG),312670,0.572,0.605,2917,8898
Francisco Santos (PI),220420,0.498,0.598,1295,2794
Franciscópolis (MG),312675,0.471,0.581,708,1707
Franco da Rocha (SP),351640,0.654,0.702,14519,28718
Frecheirinha (CE),230450,0.536,0.551,2717,6496
Frederico Westphalen (RS),430850,0.688,0.754,2216,2565
Frei Gaspar (MG),312680,0.452,0.569,794,2519
Frei Inocêncio (MG),312690,0.559,0.624,1337,3064
Frei Lagonegro (MG),312695,0.412,0.519,413,1812
Frei Martinho (PB),250620,0.542,0.631,377,1461
Frei Miguelinho (PE),260580,0.438,0.575,1393,8852
Frei Paulo (SE),280230,0.428,0.623,2480,6632
Frei Rogério (SC),420555,0.588,0.664,392,359
Fronteira (MG),312700,0.53,0.693,1656,2566
Fronteira dos Vales (MG),312705,0.46,0.556,276,2991
Fronteiras (PI),220430,0.511,0.621,1220,4886
Fruta de Leite (MG),312707,0.37,0.548,882,1741
Frutal (MG),312710,0.615,0.73,6586,6789
Frutuoso Gomes (RN),240400,0.512,0.565,993,1730
Fundão (ES),320220,0.623,0.708,2791,3999
Funilândia (MG),312720,0.545,0.612,877,1140
Gabriel Monteiro (SP),351650,0.762,0.721,342,227
Gado Bravo (PB),250625,0.373,0.491,1167,5077
Gália (SP),351660,0.634,0.684,808,493
Galiléia (MG),312730,0.546,0.645,771,1989
Galinhos (RN),240410,0.429,0.578,656,683
Galvão (SC),420560,0.618,0.704,322,554
Gameleira (PE),260590,0.532,0.541,2384,10203
Gameleira de Goiás (GO),520815,0.499,0.692,721,669
Gameleiras (MG),312733,0.618,0.559,830,1930
Gandu (BA),291120,0.508,0.645,3680,11856
Garanhuns (PE),260600,0.556,0.662,19309,54402
Gararu (SE),280240,0.422,0.544,1546,6234
Garça (SP),351670,0.728,0.737,4210,5867
Garibaldi (RS),430860,0.688,0.825,1013,689
Garopaba (SC),420570,0.668,0.737,2885,4001
Garrafão do Norte (PA),150307,0.353,0.54,3303,14172
Garruchos (RS),430865,0.553,0.657,344,621
Garuva (SC),420580,0.64,0.717,2165,846
Gaspar (SC),420590,0.655,0.77,4261,3330
Gastão Vidigal (SP),351680,0.635,0.727,439,378
Gaúcha do Norte (MT),510385,0.418,0.658,886,3235
Gaurama (RS),430870,0.643,0.733,436,178
Gavião (BA),291125,0.508,0.566,443,2661
Gavião Peixoto (SP),351685,0.676,0.687,549,399
Geminiano (PI),220435,0.446,0.524,860,3489
General Câmara (RS),430880,0.552,0.704,816,1538
General Carneiro (MT),510390,0.569,0.645,976,2437
General Carneiro (PR),410850,0.532,0.638,2088,2792
General Maynard (SE),280250,0.567,0.609,345,1498
General Salgado (SP),351690,0.702,0.734,1067,886
General Sampaio (CE),230460,0.449,0.548,1032,3938
Gentil (RS),430885,0.643,0.71,111,124
Gentio do Ouro (BA),291130,0.45,0.523,1817,4749
Getulina (SP),351700,0.652,0.696,870,1519
Getúlio Vargas (RS),430890,0.658,0.747,1071,836
Gilbués (PI),220440,0.38,0.574,1511,5916
Girau do Ponciano (AL),270290,0.405,0.498,3829,20232
Giruá (RS),430900,0.629,0.707,1680,3244
Glaucilândia (MG),312735,0.667,0.579,573,855
Glicério (SP),351710,0.63,0.735,594,892
Glória (BA),291140,0.479,0.563,3137,6045
Glória de Dourados (MS),500400,0.648,0.705,1478,1305
Glória do Goitá (PE),260610,0.506,0.57,3551,15478
Glória D'Oeste (MT),510395,0.636,0.684,326,812
Glorinha (RS),430905,0.593,0.716,845,783
Godofredo Viana (MA),210430,0.546,0.537,808,5367
Godoy Moreira (PR),410855,0.578,0.642,605,524
Goiabeira (MG),312737,0.539,0.628,394,936
Goianá (MG),312738,0.644,0.682,737,810
Goiana (PE),260620,0.576,0.614,11237,32741
Goianápolis (GO),520840,0.62,0.678,3248,3770
Goiandira (GO),520850,0.727,0.711,699,776
Goianésia (GO),520860,0.636,0.719,10567,9287
Goianésia do Pará (PA),150309,0.404,0.585,5059,10727
Goiânia (GO),520870,0.739,0.824,128445,163226
Goianinha (RN),240420,0.537,0.619,4704,10883
Goianira (GO),520880,0.596,0.674,11550,13182
Goianorte (TO),170830,0.497,0.598,1001,1527
Goiás (GO),520890,0.621,0.713,2899,4822
Goiatins (TO),170900,0.462,0.541,1969,6485
Goiatuba (GO),520910,0.627,0.737,5022,3841
Goioerê (PR),410860,0.639,0.72,2941,5310
Goioxim (PR),410865,0.547,0.593,1383,2047
Gonçalves (MG),312740,0.57,0.671,451,382
Gonçalves Dias (MA),210440,0.445,0.542,1278,9115
Gongogi (BA),291150,0.456,0.543,480,3792
Gonzaga (MG),312750,0.516,0.558,1093,1661
Gouveia (MG),312760,0.609,0.622,2091,1763
Gouvelândia (GO),520915,0.559,0.68,576,1048
Governador Archer (MA),210450,0.481,0.545,1101,4804
Governador Celso Ramos (SC),420600,0.651,0.737,1242,2425
Governador Dix-Sept Rosado (RN),240430,0.485,0.564,1850,4966
Governador Edison Lobão (MA),210455,0.552,0.589,3692,6542
Governador Eugênio Barros (MA),210460,0.462,0.55,1902,6414
Governador Jorge Teixeira (RO),110100,0.444,0.627,2210,2005
Governador Lindenberg (ES),320225,0.608,0.669,1776,2096
Governador Luiz Rocha (MA),210462,0.459,0.508,925,3549
Governador Mangabeira (BA),291160,0.594,0.594,3947,7195
Governador Newton Bello (MA),210465,0.387,0.509,1063,5935
Governador Nunes Freire (MA),210467,0.472,0.54,2791,12805
Governador Valadares (MG),312770,0.644,0.714,32563,33455
Graça (CE),230465,0.477,0.514,2106,7156
Graça Aranha (MA),210470,0.459,0.538,887,3334
Graccho Cardoso (SE),280260,0.468,0.562,609,4290
Grajaú (MA),210480,0.497,0.603,9912,38226
Gramado (RS),430910,0.662,0.783,2152,2640
Gramado dos Loureiros (RS),430912,0.584,0.662,390,583
Gramado Xavier (RS),430915,0.473,0.681,548,457
Grandes Rios (PR),410870,0.55,0.649,994,1319
Granito (PE),260630,0.502,0.543,1104,4213
Granja (CE),230470,0.453,0.495,10055,24475
Granjeiro (CE),230480,0.526,0.533,954,2488
Grão Mogol (MG),312780,0.482,0.579,2106,3826
Grão-Pará (SC),420610,0.63,0.749,595,747
Gravatá (PE),260640,0.51,0.63,9648,37955
Gravataí (RS),430920,0.636,0.727,22802,39702
Gravatal (SC),420620,0.681,0.726,804,732
Groaíras (CE),230490,0.598,0.585,2260,3683
Grossos (RN),240440,0.585,0.633,1159,4344
Grupiara (MG),312790,0.682,0.679,174,49
Guabiju (RS),430925,0.612,0.831,53,58
Guabiruba (SC),420630,0.653,0.75,1350,1501
Guaçuí (ES),320230,0.595,0.691,4969,6737
Guadalupe (PI),220450,0.542,0.639,985,4799
Guaíba (RS),430930,0.639,0.732,8863,17411
Guaiçara (SP),351720,0.679,0.697,1222,1553
Guaimbê (SP),351730,0.689,0.675,680,1136
Guaíra (PR),410880,0.615,0.739,6084,2205
Guaíra (SP),351740,0.683,0.759,2483,4509
Guairaçá (PR),410890,0.574,0.698,1124,1233
Guaiúba (CE),230495,0.56,0.546,4272,9366
Guajará (AM),130165,0.387,0.51,1987,10854
Guajará-Mirim (RO),110010,0.519,0.663,6402,15398
Guajeru (BA),291165,0.437,0.548,1196,2711
Guamaré (RN),240450,0.505,0.632,2637,6343
Guamiranga (PR),410895,0.568,0.657,1261,1355
Guanambi (BA),291170,0.584,0.663,15858,29434
Guanhães (MG),312800,0.576,0.683,4075,8380
Guapé (MG),312810,0.57,0.661,1508,1761
Guapiaçu (SP),351750,0.605,0.728,1607,1812
Guapiara (SP),351760,0.602,0.634,3353,3590
Guapimirim (RJ),330185,0.604,0.692,6196,18859
Guapirama (PR),410900,0.645,0.666,950,665
Guapó (GO),520920,0.58,0.708,2638,5959
Guaporé (RS),430940,0.685,0.781,1272,1557
Guaporema (PR),410910,0.671,0.686,260,299
Guará (SP),351770,0.63,0.71,1610,3157
Guarabira (PB),250630,0.586,0.641,7232,19510
Guaraçaí (SP),351780,0.663,0.699,780,914
Guaraci (PR),410920,0.598,0.693,621,827
Guaraci (SP),351790,0.682,0.698,1279,1685
Guaraciaba (MG),312820,0.493,0.618,1104,2370
Guaraciaba (SC),420640,0.646,0.754,557,223
Guaraciaba do Norte (CE),230500,0.528,0.552,6396,21664
Guaraciama (MG),312825,0.655,0.586,676,2082
Guaraí (TO),170930,0.67,0.724,3668,4851
Guaraíta (GO),520929,0.625,0.637,557,653
Guaramiranga (CE),230510,0.61,0.576,1162,2651
Guaramirim (SC),420650,0.641,0.748,3665,3078
Guaranésia (MG),312830,0.589,0.693,2180,2161
Guarani (MG),312840,0.533,0.685,1346,1381
Guarani das Missões (RS),430950,0.665,0.698,520,682
Guarani de Goiás (GO),520940,0.557,0.569,796,1232
Guarani D'Oeste (SP),351800,0.714,0.682,336,160
Guaraniaçu (PR),410930,0.528,0.698,2261,851
Guarantã (SP),351810,0.623,0.698,793,1568
